date, T15_E_100, T12_E_50, T7_E_100, T4_E_50, T14_D_100, T2_D_50, T5_D_50, T9_D_100
30/07/2024,42.10416667,78.94791667,18.07291667,122.765625,50.03125,33.89583333,33.55208333,4.864583333
31/07/2024,43.02083333,80.65625,18.07291667,127.0208333,50.25,35.22916667,35.71875,7.96875
01/08/2024,43.5,86.27083333,18.45833333,132.0520833,50.28125,38.375,37.0625,15.64583333
02/08/2024,43.47395833,91.47916667,18.94791667,137.7083333,52.26041667,41.88020833,39.0625,20.484375
03/08/2024,43.16666667,90.09375,18.24479167,126.8333333,52.04166667,38.921875,38.96875,10.25
04/08/2024,49.38541667,95.25,22.69791667,119.1770833,52.83333333,34.78125,37.28125,23.328125
05/08/2024,49.66666667,102.9375,23.70833333,135.6979167,56.01041667,49.125,43.21875,29.77083333
06/08/2024,44.02666667,125.5466667,21.17333333,162.5266667,55.18,77.22666667,55.26666667,35.01333333
07/08/2024,48.67708333,120.8020833,23.48958333,168.75,57.375,82.66666667,57.984375,34.3125
08/08/2024,50.23958333,117.859375,24.1875,163.0364583,57.13541667,79.91666667,58.15625,34.27083333
09/08/2024,93.5625,245.4895833,67.98958333,477.9166667,101.5,255.1770833,88.01041667,73.90625
10/08/2024,107.90625,499.8854167,107.8958333,738.46875,127.5416667,535.8333333,133.6197917,150.484375
11/08/2024,120.78125,650.5208333,149.6666667,773.84375,155.28125,640.5208333,186.34375,230.84375
12/08/2024,131.5729167,680.625,227.5,783.4479167,202.2916667,667.8229167,256.7916667,287.3125
13/08/2024,145.1458333,700.7395833,378.3958333,794.4895833,272.0208333,690.7916667,299.5416667,326.8541667
14/08/2024,162.2291667,718.3697917,575.6979167,803.7708333,375.1354167,711.1041667,274.6666667,363.0833333
15/08/2024,71.40625,719.40625,22.39583333,254.609375,174.5416667,724.9270833,277.2708333,165.0520833
16/08/2024,95.55208333,691.4895833,58.94791667,401.7395833,135.1145833,727.28125,302.6041667,109.6666667
17/08/2024,109.71875,672.1041667,121.2395833,564.9375,186.53125,727.3645833,274.9322917,174.34375
18/08/2024,123.1354167,538.03125,99.25,591.59375,286.0208333,585.6041667,296.1875,219.5989583
