date, T14_D_100, T15_E_100, T12_E_50, T7_E_100, T4_E_50, T9_D_100, T2_D_50, T5_D_50
19/09/2024,15.2875,33.29166667,6.472916667,19.34479167,9.417708333,16.10520833,13.01979167,10.91666667
20/09/2024,15.34166667,33.26145833,6.410416667,19.278125,9.39375,16.14479167,13.06875,10.96458333
21/09/2024,14.97395833,33.22604167,6.401041667,19.18229167,9.2625,16.11770833,13.06875,10.96770833
22/09/2024,15.06041667,33.28854167,6.480208333,19.23854167,9.248958333,16.15,13.040625,10.99375
23/09/2024,15.26145833,33.3375,6.603125,19.190625,9.304166667,16.20833333,13.084375,11.06770833
24/09/2024,15.45,33.3375,6.53125,18.97083333,9.279166667,16.2125,13.19791667,11.090625
25/09/2024,15.17395833,33.33333333,6.614583333,19.253125,9.267708333,16.21354167,13.20833333,11.11145833
26/09/2024,15.25833333,33.32604167,6.666666667,18.97604167,9.314583333,16.228125,13.275,11.15416667
27/09/2024,15.309375,33.296875,6.730208333,19.1375,9.339583333,16.23125,13.35104167,11.190625
28/09/2024,15.20416667,33.325,6.675,19.31875,9.238541667,16.25,13.40520833,11.184375
29/09/2024,15.265625,33.34166667,6.729166667,19.08645833,9.192708333,16.26979167,13.43333333,11.19166667
30/09/2024,15.76458333,33.365625,6.810416667,19.246875,9.309375,16.28958333,13.778125,11.24583333
01/10/2024,15.46354167,33.37083333,6.8375,19.790625,9.3875,16.28958333,13.99375,11.334375
02/10/2024,15.50104167,33.403125,6.852083333,19.70208333,9.43125,16.34166667,13.98020833,11.35520833
03/10/2024,15.80208333,33.396875,6.940625,19.72708333,9.55625,16.38645833,14.43854167,11.37083333
04/10/2024,15.42916667,33.39791667,6.973958333,19.76666667,9.773958333,16.425,14.35625,11.4375
05/10/2024,15.42604167,33.38333333,6.994791667,19.71666667,9.782291667,16.45104167,14.203125,11.41458333
06/10/2024,15.22291667,33.38854167,6.988541667,19.603125,9.786458333,16.4375,14.11875,11.39166667
07/10/2024,15.06145833,33.39583333,6.978125,19.68958333,9.680208333,16.43854167,14.00625,11.32291667
08/10/2024,15.08229167,33.40625,7.010416667,19.80208333,9.690625,16.45625,13.92083333,11.23020833
09/10/2024,15.0625,33.42395833,6.994791667,20.153125,9.759375,16.51875,14.43958333,11.20833333
10/10/2024,15.17604167,33.48541667,9.658333333,20.11354167,11.65729167,16.6375,14.60625,11.30520833
11/10/2024,18.62291667,33.68125,8.421875,22.99375,11.09791667,17.06354167,14.33333333,11.35208333
12/10/2024,19.178125,33.66354167,6.151041667,23.01770833,9.853125,17.090625,13.66458333,11.02916667
13/10/2024,17.828125,33.77395833,6.236458333,23.23541667,9.816666667,17.1875,13.3375,10.84375
14/10/2024,19.85208333,33.57395833,6.135416667,23.06354167,9.679166667,17.00208333,13.05833333,10.71041667
15/10/2024,19.32395833,33.59479167,6.039583333,22.975,9.535416667,16.94270833,12.765625,10.615625
16/10/2024,19.23125,33.60833333,6.082291667,22.97083333,9.494791667,16.928125,12.53125,10.55416667
17/10/2024,19.35208333,33.61979167,6.139583333,22.98645833,9.580208333,17.00520833,12.37708333,10.56458333
18/10/2024,19.41041667,33.60833333,7.840625,23.05625,10.48229167,16.98541667,12.3875,10.60104167
19/10/2024,19.37708333,33.67083333,7.598958333,22.95104167,10.24791667,17.05208333,12.39583333,10.61770833
20/10/2024,19.990625,33.721875,7.726041667,22.98645833,10.25104167,17.09375,12.18333333,10.53020833
